"Case ID";"Throughput time"
"300450078094800290";"81"
"300450077274900010";"0"
"300450078952300010";"74"
"300450080145500010";""
"300450077801500030";"48"
"300450080974200060";"12"
"300450077895000230";"19"
"300450077828700020";"35"
"300450080241700050";"12"
"300450081357200010";"0"
"300450082457100010";""
"300450078327600010";"68"
"300450076686200040";"0"
"300450076791200110";"75"
"300450077672300030";"7"
"300450075693700010";""
"300450080590900220";""
"300450080488400270";"13"
"300450079416800090";"98"
"300450079866300080";"0"
"300450079600000110";"10"
"300450078459300050";"52"
"300450078254100010";"78"
"300450078460800010";"112"
"300450079979000050";"18"
"300450077534900010";"14"
"300450078313700020";"34"
"300450079486100300";"16"
"505451067563300020";"62"
"300450076740000280";"0"
"300450080746200010";"42"
"505451066867700010";"112"
"300450080307800170";"17"
"300450076346500030";""
"300450081261300010";"20"
"300450076729900010";"0"
"300450079819100010";"53"
"300450080274500010";"25"
"300450078017600010";"41"
"300450078195900010";"4"
"300450080109100010";"53"
"300450077824000050";"0"
"300450077643600010";"87"
"300450080329700030";"59"
"300450077686500020";"120"
"300450076468600390";"3"
"300450080087800010";"42"
"300450079076800070";"66"
"300450082426800060";""
"300450079286800020";"115"
"300450078781300010";"31"
"300450080959100340";"17"
"300450079312800210";"92"
"300450077997200820";"36"
"300450077953600040";"2"
"505453003196200100";"58"
"300450077111800310";"58"
"300450078099100370";"17"
"505451066488300010";""
"300450079346200020";"43"
"300450078693100010";"48"
"300450079203700240";"109"
"300450078318600010";"11"
"300450077402200010";"12"
"300450079542900020";"80"
"300450079325600010";"48"
"300450078846000010";"46"
"505452000190600120";"69"
"300450077779400020";"23"
"300450077489800040";"39"
"300450077728500380";"0"
"300450080203100060";"29"
"300450078858600020";"45"
"300450076679100050";"0"
"300450081163700030";"23"
"300450078301100060";"89"
"300450079804300010";"80"
"300450080612600010";"24"
"300450077930600020";"46"
"300450081629700020";"1"
"300450080338200010";"55"
"300450078896700050";"49"
"300450078098700250";"14"
"300450079487100080";"12"
"300450078572400020";"0"
"300450079402400020";"25"
"300450077190500110";"79"
"300450077975300010";"27"
"300450077438000030";"28"
"505455000089300010";"168"
"300450080156500050";"56"
"300450075974200230";""
"300450078672600010";"57"
"300450080596900160";"5"
"300450078024000010";"95"
"300450078677600010";"6"
"300450076224600010";"0"
"300450078015100030";"68"
"300450078126700020";"43"
"300450077145100020";"0"
"300450080907200010";"35"
"300450081281400030";"0"
"300450078027600090";"7"
"300450081477500050";"13"
"300450079894900020";"23"
"300450080852800020";"8"
"300450079448400010";""
"300450078850300010";"29"
"300450078286600020";"132"
"300450080584500030";"11"
"505451069541100010";"0"
"300450080236800190";"12"
"300450080656400030";""
"300450079483600020";"14"
"300450076825500030";"31"
"300450080788200010";"38"
"300450080298000040";"59"
"505451067778000010";""
"300450077272800030";"34"
"300450080331300020";"28"
"505453003256100070";"95"
"300450079526200020";"26"
"300450077190800010";"56"
"300450080293400040";"54"
"300450079154900010";"21"
"300450080858200010";"37"
"300450079788600070";"1"
"300450079278800010";"45"
"300450078688300350";"13"
"300450076094100010";"0"
"300450078417500240";"84"
"300450081379700010";"0"
"300450080824900040";"14"
"300450080958000210";"12"
"300450080983100340";"14"
"300450081047200010";"0"
"300450079948900220";"20"
"300450078981100050";"69"
"505453003236400040";"47"
"300450081639400010";""
"300450079980200010";"30"
"505450052199800020";""
"300450080950700010";"33"
"300450077580900040";"56"
"300450080001900020";"56"
"300450079048400010";"46"
"300450079984500010";"65"
"300450080246300030";"66"
"300450077321900030";"0"
"300450079350900010";"19"
"300450079055800110";"27"
"505453003199000020";"68"
"300450080949600020";"5"
"300450078691500100";"13"
"300450080645400030";"2"
"300450079222100010";"92"
"300450079906100110";"12"
"300450080596900010";"5"
"300450079481000160";"28"
"505451067152700010";"38"
"300450078446100040";"54"
"300450080036200110";""
"300450080695300010";"33"
"300450079905500010";"2"
"300450076258400010";"45"
"300450076458400010";"41"
"300450080524800010";"42"
"300450081652200030";"0"
"300450080723300010";"16"
"300450081008600320";"13"
"300450077745300010";"45"
"300450081346800010";"35"
"300450076515600010";"28"
"300450079668300010";"82"
"300450077304900030";"8"
"300450081133800010";"10"
"300450079983400010";"35"
"300450077495200010";"39"
"300450082401800230";""
"300450081132500010";"17"
"300450077621100010";"47"
"300450076480500140";"33"
"300450079738000010";"70"
"300450082401800150";""
"300450081058600010";""
"505450051903100220";"56"
"300450079468200020";"61"
"300450080274400080";"32"
"300450077545600010";"38"
"300450080333100010";"61"
"300450076957300020";"78"
"300450078552500010";""
"300450081134400020";"6"
"300450080517800120";"22"
"300450079755900030";"69"
"300450078516600070";"49"
"300450080312200020";""
"505451068654000010";"39"
"300450078254700020";"27"
"300450076674600010";"78"
"300450078236400010";"21"
"300450080481300020";"56"
"300450078037600010";"14"
"300450076510000040";"84"
"300450079956900010";"119"
"300450080908400010";"0"
"300450079936000190";"33"
"300450081182500090";"7"
"300450081607900010";"1"
"300450080360200010";"12"
"300450079135000070";"134"
"300450077433200060";"36"
"300450078306800010";"11"
"300450076827900010";"80"
"300450080589000010";"51"
"505451069310900050";"24"
"505456000671400010";"27"
"300450081368200010";"27"
"300450079719300010";"30"
"300450080260200010";"62"
"300450080574600200";""
"300450077841200010";"47"
"300450078832200040";"106"
"300450077901000030";"31"
"300450078639900020";"3"
"300450079238600220";"118"
"300450077488700040";"0"
"300450080140400010";"66"
"300450080668000030";"0"
"300450077044600010";"35"
"300450079204600010";"58"
"300450079514500250";""
"300450081165600030";"9"
"300450076687200010";"0"
"300450078755600010";"50"
"300450080236800580";"12"
"300450080409400140";"15"
"300450076634100010";"20"
"300450079756000010";"83"
"300450080030400010";"3"
"300450079213000010";"73"
"300450077746700180";"13"
"300450077308900010";"45"
"300450081333000010";"0"
"300450080396300030";"20"
"300450078885100010";"82"
"300450080703300010";"44"
"300450080660200040";"15"
"300450077475500340";"6"
"300450078108700010";"45"
"300450080679500010";"21"
"300450080266600010";"48"
"300450081311200010";"41"
"300450079445400010";"27"
"300450079389300010";"26"
"300450079240800020";"56"
"300450080177500220";"14"
"300450077093300090";"55"
"505453003176100020";"86"
"300450077872900130";"63"
"300450079020400020";"35"
"300450078208200090";"13"
"300450079678000010";"0"
"300450079921700020";"60"
"300450080917900090";"19"
"300450078580400140";"75"
"300450078047700100";"31"
"300450078877500110";"9"
"300450082416600010";"12"
"300450076976600010";""
"300450078704500010";"105"
"300450079274000020";"45"
"300450081148100020";"9"
"300450080308200040";"18"
"300450078017500610";"43"
"300450079852000080";"82"
"300450080607500010";"2"
"300450081317300040";""
"300450080075000020";"47"
"300450079601500040";"66"
"300450081330000040";"1"
"300450078681800020";"36"
"300450080396300140";"55"
"300450080487500430";"8"
"300450079709100100";"14"
"300450077890900010";"96"
"300450076576900020";"0"
"300450080917200040";"20"
"300450077700600010";"76"
"300450080464800010";"49"
"300450077554100010";"53"
"505453003101700020";"95"
"300450078410300010";"76"
"300450079146200010";"26"
"300450080959000050";"13"
"505450051500700130";"57"
"300450079242800130";"88"
"300450078210400010";"71"
"300450079287600230";"92"
"300450079241300210";"118"
"300450081246700010";"7"
"300450076997900010";"0"
"300450079811300010";"0"
"300450080004300020";"70"
"300450077185600020";"55"
"300450077928500020";"4"
"300450080249600010";"63"
"300450080190200010";"5"
"300450080343900010";"48"
"300450079158200020";"49"
"300450076824100050";"73"
"300450080652200010";"0"
"505450051750700090";"57"
"300450081098200020";"19"
"300450080473100010";"7"
"300450077858300030";"69"
"300450081039600020";""
"300450080763100010";"39"
"300450076612100010";"0"
"300450077319800010";"33"
"300450079886100010";"69"
"300450079169300010";""
"300450076324500020";"0"
"300450079197200030";"49"
"300450079631300060";"61"
"505451066798500090";""
"300450081624700020";"1"
"505451067329400040";"54"
"300450076184300370";"0"
"300450078624800010";"84"
"300450080822600020";"23"
"300450080440200010";"22"
"300450079786200030";"75"
"300450079335400010";"76"
"300450080949600010";"5"
"300450077455500020";"31"
"300450080754600200";"14"
"300450080199000230";"13"
"300450079284400480";"71"
"300450078965700040";"49"
"300450078785100300";"31"
"300450077782500230";"28"
"300450080669800010";"21"
"300450078103800870";"92"
"300450079160200010";"0"
"300450081621200020";"0"
"300450080407500010";"10"
"300450079020000020";"110"
"300450079323400220";"15"
"300450077539600010";"41"
"300450081352400010";"7"
"300450078685700320";"10"
"300450080633800020";"44"
"300450080649700440";"41"
"300450079728700010";"9"
"300450080264900010";"21"
"300450079738100010";"77"
"300450079627500210";"47"
"300450081027100010";"11"
"300450077670000040";"8"
"300450078813700050";"87"
"300450080269600010";"54"
"300450081231000020";"52"
"300450078389500010";"31"
"300450078047900340";"41"
"300450079256600010";"4"
"300450079301600020";"12"
"300450080297800210";""
"300450079402400010";"14"
"300450076857100010";"0"
"300450075943900020";"41"
"300450077119900030";"0"
"300450078375300070";"71"
"300450080182000120";"21"
"300450078081100010";"7"
"300450080796800670";""
"300450079481000210";"28"
"300450079386500010";"87"
"300450082426800040";""
"300450077789100010";"77"
"300450077647000010";"114"
"505454000805200030";"0"
"300450078627100010";"49"
"300450079065600010";"66"
"300450079284400060";"20"
"300450080360500030";"37"
"300450078146100010";"33"
"300450078433200010";"74"
"300450079943000020";"67"
"300450078169600420";"11"
"300450080556100020";"29"
"300450080729300010";"9"
"300450077510600010";"33"
"300450080405300060";"11"
"300450078435600010";"50"
"300450077423600010";"12"
"300450079294600390";"35"
"300450077529500800";"2"
"300450079724700010";"89"
"300450076267000060";"54"
"300450079203700390";"109"
"300450081550400010";""
"300450078272300030";"55"
"300450079738700050";"49"
"300450077579500010";"60"
"300450081616400010";"1"
"300450076962700010";"89"
"300450078067700010";"40"
"300450077167300010";"89"
"300450079713600030";"37"
"300450078389000010";"111"
"300450079295600080";"13"
"300450079280200010";"90"
"300450079449700040";"62"
"300450080504400810";""
"300450080042400010";"62"
"300450077102900020";"15"
"300450078382500010";"71"
"505450051500700010";"57"
"300450076416400040";"0"
"300450079706900160";"9"
"300450079103500020";"76"
"300450078079100010";"7"
"300450076442300020";"0"
"300450079518500230";""
"300450080148200030";"66"
"505451067171800010";"76"
"300450081583500010";"4"
"300450079948900390";"24"
"300450079092600110";"17"
"300450078329300010";"52"
"300450079986100010";"4"
"300450081646200030";"0"
"300450077480800030";"0"
"300450078518400020";"114"
"300450080639900010";"42"
"300450081238800040";"13"
"300450079780800020";"47"
"300450077933800020";"98"
"505451066398300020";"63"
"300450078983000160";"60"
"300450081527600040";"6"
"300450079800600050";"55"
"300450081235400010";"34"
"300450084233200010";"7"
"300450080907300050";"14"
"300450079608800040";"95"
"300450076698500010";"28"
"300450076225700020";"32"
"300450080321800080";"13"
"300450080930500310";""
"300450084138200010";"72"
"300450081480800230";"9"
"300450080768900010";"20"
"300450080236800680";"12"
"300450079837000090";"74"
"300450077540700150";"0"
"505451067356100010";"61"
"300450078327300140";"19"
"300450076855100010";"0"
"300450076959500030";"0"
"300450078994400010";"47"
"300450080022400010";"47"
"300450078559000010";"75"
"300450079723500010";"37"
"300450077624800020";"73"
"300450078810100030";"94"
"300450078903900020";"114"
"300450080331700010";"65"
"300450077320900090";"39"
"300450079800400030";"32"
"300450079484100010";"26"
"300450081105100040";"0"
"300450077547500010";"27"
"300450080480800020";"75"
"300450079973900090";"21"
"300450078265500010";"94"
"300450081358600040";"51"
"300450081459000010";"2"
"300450078241900010";"147"
"300450078616700010";"87"
"300450076314300030";""
"300450080550900020";"77"
"300450078470600140";"63"
"300450079805100060";"2"
"300450077997200380";"35"
"300450079484000070";"15"
"300450079978900040";""
"300450081394600010";"1"
"300450080761900210";"27"
"300450080834600010";"10"
"300450079459300330";""
"300450080635300010";"30"
"300450079338800180";"15"
"300450080535200010";"59"
"300450079019900030";"13"
"300450077548100010";"11"
"300450077529500110";"0"
"300450076487300010";"24"
"300450080452600010";"32"
"300450078813700090";"66"
"300450080122800010";"24"
"300450081480800310";"8"
"300450079357600010";"42"
"300450077119200010";"0"
"300450080962300010";"40"
"300450080985600070";"14"
"300450077176100020";"83"
"300450078677700010";"6"
"300450081391200010";""
"300450082625200010";"7"
"300450076931500010";""
"300450077028800130";"99"
"300450078264000010";"0"
"300450079302400010";"89"
"300450078909100020";"88"
"300450076945200020";""
"300450078087600150";"16"
"300450079511300010";"48"
"300450080781400070";"0"
"300450077967900010";"48"
"300450078618600160";"31"
"300450081464300020";"0"
"300450080595100010";"7"
"300450081333800020";"1"
"300450075971900020";"0"
"300450077897200010";"52"
"300450080162400030";"9"
"300450079838900010";"82"
"300450077745600510";"17"
"300450078974200020";"19"
"300450080026100020";"62"
"300450080790300010";"0"
"300450079511300020";"53"
"300450080011600010";"3"
"300450076770300010";"0"
"300450077272400070";"81"
"300450078445100040";"39"
"300450079725000010";"40"
"300450079025300020";"33"
"300450077318600010";"0"
"300450079285100010";"76"
"300450077465300040";"0"
"300450080236800310";"12"
"300450078144300010";"45"
"300450079679100030";"181"
"300450078029800020";"54"
"300450077732800010";"109"
"300450080277100010";"91"
"300450076428100090";""
"300450078276100010";"45"
"300450079746200030";"77"
"300450078725600010";"72"
"300450078812100050";"110"
"300450081195000010";"8"
"300450080669200010";"43"
"300450079816700030";"69"
"300450081510400020";"0"
"300450077172500010";"6"
"300450076752800070";"85"
"300450078433700100";"6"
"300450079248600230";"9"
"300450077611100010";"46"
"300450079981200010";"3"
"505453003158700040";"54"
"300450079485100020";"22"
"300450077999100010";"96"
"300450079199200010";"55"
"300450076563300010";"0"
"300450079859300040";"9"
"300450080351200010";"14"
"300450079363900010";"31"
"300450078339000010";"28"
"300450080878200030";"0"
"300450076107400010";"0"
"300450077712300020";""
"300450078241000060";""
"300450077735200020";"10"
"300450079423000010";"63"
"505452000190300230";""
"300450077445900040";"54"
"300450078374700010";"83"
"300450083652900010";""
"300450081460900340";"7"
"300450078355100020";"9"
"300450078106100030";"56"
"300450078559100040";"93"
"300450080764500010";"51"
"300450078115700010";"143"
"300450078550500010";"84"
"300450079623000020";"75"
"300450078044600050";"98"
"300450078431100310";""
"300450076468600550";"0"
"505450052127500030";"27"
"300450080752500020";"8"
"300450079141300070";"99"
"300450077954700900";"83"
"300450079351500270";"18"
"300450081188900150";"6"
"505454000805500020";"0"
"300450078447000010";"29"
"300450081038500010";"89"
"300450081621400020";"0"
"300450079225300040";"7"
"300450077884900020";"39"
"300450079906100140";"12"
"300450081376500100";"61"
"300450080182800010";"52"
"300450080649100020";"44"
"300450078454600010";"0"
"300450080556400020";""
"300450078431500010";""
"505450051332200050";""
"300450079978900400";"18"
"300450077784500050";"56"
"300450079530900270";"0"
"300450075773000010";"19"
"300450079631300010";"54"
"300450077320900140";"40"
"300450079005000050";"8"
"300450077377800210";"35"
"300450078196300010";"42"
"300450078766100010";"81"
"300450080841500030";"14"
"300450080791400010";"80"
"300450076576500010";"0"
"300450079357000020";"48"
"300450079838800010";"19"
"300450078513600070";"49"
"300450079940800010";"35"
"300450077482400010";"55"
"300450080824900100";"14"
"300450080561500020";"33"
"300450079538200960";"60"
"505451067220600090";"149"
"300450080504700200";"6"
"300450079477400090";"7"
"300450080793400020";"14"
"300450077480800020";"0"
"300450081539500020";"6"
"300450078241300080";""
"300450078361800030";""
"300450076760300010";"14"
"300450079973500070";"28"
"300450081513800010";""
"300450076475400070";"0"
"300450077967200940";"83"
"505451069004200010";"36"
"300450080322300130";"29"
"300450079105300010";"90"
"300450079312800020";"92"
"300450081255200100";"7"
"300450077856700010";"127"
"300450077651700010";"54"
"300450080545300010";"23"
"300450076015500050";""
"300450081485200020";"0"
"505453003280500010";"85"
"300450079494200020";"76"
"300450080822300340";"36"
"300450080177500370";"14"
"505454000815000056";"0"
"300450077885800100";"20"
"300450077045100020";"64"
"300450081049400020";"7"
"300450080602300010";"32"
"300450078747800320";"46"
"300450080244900010";"15"
"300450080516500010";"43"
"300450081792700030";""
"300450077028800020";"84"
"300450078295600020";"47"
"300450078223800030";"14"
"300450080105300190";"20"
"300450082800000010";"10"
"300450081329100020";"6"
"300450080913000010";"0"
"300450077954701020";"83"
"300450078570200010";"8"
"300450079504600120";"15"
"300450078711400010";"83"
"300450076163800020";"103"
"300450080791600010";"40"
"300450081225200010";"28"
"300450080629600010";"35"
"300450080716200010";"0"
"300450078416600010";"54"
"300450079556300230";"18"
"300450077842100010";"161"
"300450076454800020";"33"
"300450077998000090";"77"
"300450079566300240";"21"
"300450078092300110";""
"300450078263800070";"38"
"300450080386800020";"55"
"300450079848600020";"0"
"300450079696500020";"25"
"300450077446000010";"23"
"300450080994700010";""
"300450079135700020";"109"
"300450077456500120";"144"
"300450080796300010";"33"
"300450077837100010";"75"
"300450079622000010";"66"
"300450077493700300";"9"
"300450079674600140";"17"
"300450076928700020";"0"
"300450077880200010";"13"
"300450080712200090";"14"
"300450079649600020";"28"
"300450077186200050";"27"
"300450081530700380";"0"
"300450081581400010";"1"
"300450077565900010";"63"
"300450078272500060";"64"
"300450077483500020";"58"
"505451066972400010";"38"
"300450080409600110";"12"
"300450078254400020";"36"
"300450077111800490";"58"
"300450081114600120";"10"
"300450077997200840";"36"
"300450080077300020";"62"
"300450078218500010";"38"
"300450076679100060";"0"
"300450077879300020";"46"
"300450081325800100";"7"
"300450081345200030";"15"
"505451068870300050";"20"
"300450077698800010";"81"
"300450076760900280";""
"300450080494200020";"21"
"300450080590900690";""
"300450080063300010";"83"
"300450078789600010";"87"
"300450077619000040";"61"
"300450078572500040";"47"
"300450076757200060";"0"
"300450079775000010";"61"
"300450080870100120";"8"
"300450080363100020";"48"
"505451068774600010";"0"
"300450078608800010";"3"
"300450079785900010";"68"
"300450079417700020";"99"
"300450075904900020";"4"
"300450079217700010";"72"
"300450076943200050";"25"
"300450080715400010";"13"
"300450078802800030";"49"
"300450079106000080";"13"
"300450080401600010";"54"
"300450078425100020";"147"
"300450079154200020";"40"
"300450079217600120";"65"
"300450077155400010";""
"300450078157000020";"36"
"505451067101100010";"48"
"300450081587900070";"19"
"300450080610000020";"0"
"300450077900000070";"12"
"300450078647800020";""
"300450081245800020";"0"
"300450078683800010";"69"
"300450079312800060";"92"
"300450080703100050";"18"
"300450081221700020";"1"
"300450079104300040";"41"
"505451069229100010";"23"
"300450081272900010";""
"505451069380700010";"0"
"300450080872400010";"35"
"300450077728500520";"0"
"300450079936000310";"27"
"300450078098700200";"14"
"300450079469200040";"68"
"300450078279500100";"28"
"300450081218500040";"13"
"300450078972000100";"22"
"300450083235500020";"0"
"505451067243800030";"69"
"300450081019800010";"137"
"300450081560700010";"0"
"300450079692000020";"75"
"505451067879300010";"64"
"300450079962300070";"46"
"300450078299900010";"77"
"300450077123300020";"35"
"300450079663600010";"0"
"300450081163800010";"3"
"300450078420500020";"91"
"300450075877700010";""
"300450076548300020";"20"
"300450080057000010";"43"
"300450080745200010";"11"
"300450081150900020";"15"
"300450079898900150";""
"300450076354300010";"12"
"300450078017500420";"43"
"300450080996400020";"21"
"300450079008900020";"104"
"300450078348800010";"37"
"300450083243000030";"7"
"300450078702900020";"7"
"300450080733800370";"16"
"300450077876900010";"130"
"300450080590900510";""
"300450080203700030";"73"
"300450080180800030";""
"300450076480500170";"0"
"300450079850400020";"73"
"300450080739400230";"19"
"300450080353100160";"38"
"300450080959400290";"14"
"300450080504500020";"34"
"300450077058700010";""
"300450078099100360";"17"
"300450077049700030";"57"
"300450075965700010";"40"
"300450082923000010";"7"
"300450081339000430";""
"300450076435000300";""
"300450081504800030";"0"
"300450077475000140";"5"
"300450078559500080";"76"
"300450078120200120";"27"
"300450078523500010";"75"
"505451066744700020";"7"
"300450083651300010";""
"300450080741700080";"14"
"300450076120700060";"0"
"300450081421300010";""
"300450077042000010";"18"
"300450081166400020";"0"
"300450078098800100";"15"
"300450079505400010";"14"
"300450078094800440";"112"
"300450082237800030";""
"300450079884600010";"62"
"505453003185800010";"167"
"300450079782000510";"14"
"300450076627900010";"14"
"300450081311300010";"41"
"300450075695800010";""
"300450080864600020";"0"
"300450076859100010";"33"
"300450078681600010";"44"
"300450079379900010";"73"
"300450076936600010";"41"
"300450078107100010";"27"
"300450081547400020";"6"
"300450076778100010";"0"
"300450079379700010";"73"
"300450078995400010";"37"
"300450079957000010";"47"
"300450081949000010";""
"300450077383400010";"35"
"300450078360900020";"35"
"300450078799800010";"70"
"300450080950200400";"17"
"505453003256600020";"111"
"505451066812700030";"84"
"300450077399300050";""
"300450077321900540";"7"
"300450078711900010";"6"
"300450080082300010";"102"
"505454000801500010";"57"
"300450077338100030";"76"
"300450078372600030";"15"
"300450080886800020";"14"
"300450075861600040";"0"
"300450079301600420";"21"
"505451069493100010";"0"
"300450078063700330";"19"
"300450080029700020";"3"
"300450078776700010";"46"
"300450079011100010";"58"
"300450078169500070";"4"
"300450079819300270";"22"
"300450079294600030";"7"
"300450079998700010";"21"
"300450079710600010";""
"300450079705500020";"30"
"300450081650500010";"22"
"300450078159300030";"36"
"300450077456500060";"85"
"300450080559100010";"4"
"300450079994500010";""
"300450077745500350";""
"300450077762600090";"41"
"300450081137200050";"10"
"300450077179900020";"1"
"300450081101600670";"11"
"300450077492200010";"27"
"300450079302200010";"9"
"300450079670400010";""
"300450079475400010";"68"
"300450078445000030";"97"
"300450077741500020";"52"
"300450077494100010";"27"
"300450080397100010";"71"
"300450081627800010";""
"300450080959200200";"14"
"300450078479700010";"10"
"300450079480300180";"21"
"300450080596900180";"5"
"300450081114700040";"12"
"300450080056100080";"21"
"300450080407300020";"109"
"300450077452400010";"31"
"300450079780900030";"16"
"505450052112000020";"11"
"300450076835600050";"90"
"300450077728500510";"0"
"300450080980600030";"0"
"300450078386700020";"6"
"300450081101600070";"11"
"300450081612600110";"0"
"300450081256300040";"1"
"300450078697700200";"14"
"300450077152500020";"40"
"300450078619800010";"55"
"300450078707000010";"6"
"300450080457800070";"14"
"300450076621500010";"0"
"300450077983300010";"9"
"300450079967100560";""
"300450078447200010";"74"
"300450079854600240";"20"
"300450080782600010";"63"
"300450081078300020";"21"
"300450077991700010";"51"
"300450079922600030";"5"
"300450080347900010";"41"
"300450078604500010";"41"
"300450075865800050";""
"300450080651600010";"36"
"300450081348600010";""
"300450079500300010";"56"
"300450081466200030";"0"
"505453003143100010";"86"
"300450079712600010";"23"
"300450080076500010";"54"
"300450075697300010";""
"505453003207300020";"34"
"300450080064700010";"75"
"300450079329700010";"8"
"300450078047900550";"41"
"300450079323400090";"14"
"300450081118500150";"19"
"300450079586700010";"31"
"300450081166700010";"0"
"300450077553900030";"6"
"300450081544100010";"0"
"300450079044600020";"59"
"505450051750700040";"57"
"300450079984700010";"4"
"300450078318200030";"11"
"300450080055600010";"69"
"505453003255900070";"111"
"300450079402200010";"28"
"505451069324800010";"0"
"505451069281600010";"0"
"300450081466200020";"0"
"300450079619800060";"67"
"300450078482000040";"56"
"300450077120000010";"0"
"300450078293000020";"37"
"300450075729200150";"0"
"505454000813000040";"0"
"300450077886700320";"76"
"300450080337700010";"55"
"300450077582300240";"43"
"300450078672600120";"95"
"300450077666600010";"51"
"300450077277300010";"33"
"300450078822300020";"7"
"300450077227900020";"57"
"505451067245300030";"85"
"300450078170200240";"21"
"505456000687300100";""
"300450078561400010";"0"
"300450077584500010";"46"
"300450080503700020";""
"300450079986200260";"11"
"300450076791500060";"0"
"300450076791400120";"102"
"300450081227500020";"13"
"300450078750200010";"91"
"300450080487500450";"8"
"300450079627200020";"68"
"300450081233500040";"15"
"300450076886600030";"0"
"300450079708000010";"6"
"300450080008400060";"74"
"300450077756400010";"0"
"300450080878900010";"33"
"300450081119300190";"17"
"300450077319100080";"39"
"300450077457500010";"0"
"300450077529500260";"1"
"300450080822301050";"22"
"300450080384800020";"19"
"300450078737900010";"133"
"300450079793100020";"54"
"300450080949600190";"5"
"300450077482300080";"84"
"300450077239200020";"12"
"300450080249700010";"63"
"300450080457800020";"16"
"300450080871500010";"1"
"300450079440400050";"73"
"300450079970600100";"19"
"300450080667200010";"7"
"300450077112600010";"0"
"300450081183800040";"3"
"300450077008100030";"0"
"300450077915600010";"46"
"300450077344800010";"53"
"300450078543800010";"127"
"300450079600700030";"62"
"300450078801600010";"10"
"300450081653700010";""
"505451067366900010";"168"
"300450079311900010";"33"
"300450080554700010";"157"
"300450077321900590";"7"
"300450080017900020";"3"
"300450078610100010";"52"
"300450078893400010";"96"
"300450080988900010";"18"
"300450080340900010";"31"
"300450080081800170";"7"
"300450076509900010";"0"
"300450077567200010";""
"300450079481800030";"5"
"300450080733600280";"7"
"300450081426800010";"0"
"300450081584700010";"7"
"300450078338500050";"90"
"300450080649700370";"4"
"300450076888400010";"11"
"300450079957100070";"73"
"300450077252500020";"47"
"300450080997200010";"7"
"300450079283400020";"53"
"300450077878700010";"46"
"300450081118400010";"26"
"300450078101200010";"7"
"300450081173200030";""
"300450079321700030";"40"
"300450081193900590";"22"
"300450078614100120";"10"
"300450079788600030";"1"
"300450079706900030";"9"
"300450079805100750";"56"
"300450079799200010";"81"
"300450076509700030";"27"
"300450079523600010";"62"
"300450079038700020";"57"
"300450077955500010";"36"
"300450080504400970";""
"300450078222800010";"23"
"505453003246700010";"89"
"300450078065900010";"73"
"300450076864300010";"0"
"300450077537400010";"0"
"300450078792600010";"54"
"300450078094800480";"112"
"300450078245700010";"92"
"300450078329400140";"21"
"300450079472400010";"61"
"300450078102900010";"76"
"300450079040000020";"40"
"300450078041700030";"27"
"300450078528700010";"36"
"300450078334600240";"17"
"300450077591500020";"45"
"300450080241100090";"12"
"300450078530100020";"79"
"300450078910200010";"74"
"300450078201100010";"40"
"300450078017500960";"43"
"300450077150400040";"0"
"300450080198600020";"55"
"300450081589800010";"10"
"300450076483500010";"0"
"300450078750800020";"77"
"505451067880500030";"119"
"300450078508600010";"9"
"300450080902700020";"0"
"300450076468600240";"0"
"300450079666800280";"17"
"300450079986300030";"46"
"300450078798600020";"70"
"300450080761800370";""
"300450079919300040";"77"
"300450078697700070";"14"
"300450079897500010";"70"
"300450079888000020";"15"
"300450077997200630";"35"
"300450077345600010";""
"300450077587700010";"28"
"300450078676700010";"118"
"300450076437900020";"0"
"300450076515600020";"28"
"300450079265800030";"75"
"300450079062500010";"67"
"300450081289200010";"12"
"300450079233400010";""
"300450080889000030";"26"
"300450080052400170";"17"
"300450080551000010";"35"
"300450080889000020";"26"
"300450079221100050";"108"
"300450079364100010";"5"
"300450077001000040";"10"
"300450080150500010";"34"
"300450080817100100";"29"
"300450080959000240";"14"
"300450081582700010";"21"
"300450080314400040";"90"
"300450078113700010";"34"
"300450080588700010";"25"
"300450076011300010";"5"
"300450076137400020";"0"
"505453003131400030";""
"300450079518800020";""
"300450076853000040";"40"
"505451068853100150";"2"
"300450079936000580";"29"
"505451069504300010";""
"300450077323000010";"11"
"300450079655200080";"41"
"505454000775700010";"69"
"300450079453000030";"8"
"300450078080600190";"14"
"300450077841600010";"40"
"300450081585800050";"19"
"505451067808200020";"70"
"300450081613000010";"0"
"300450076601700010";"22"
"300450081003400110";"8"
"300450080475100020";"3"
"300450079266900010";"20"
"300450081530700210";"0"
"300450080685100070";"14"
"300450081268200010";"0"
"300450076555000040";"0"
"300450081530700250";"0"
"300450080960800020";"12"
"300450075766600020";""
"300450079205000010";"47"
"300450078980300010";"48"
"505454000815000110";"0"
"300450080852800070";"15"
"300450080929000010";"106"
"300450077139400030";"17"
"300450077870600410";"25"
"300450076790900130";"99"
"300450077782500080";"21"
"300450079562200020";"102"
"300450079907000020";"47"
"300450076428100070";""
"300450080182000110";"21"
"300450079622700010";"30"
"300450080503300010";"0"
"300450077476300500";"9"
"300450081460900030";"9"
"300450078568200040";"2"
"300450078572900100";"100"
"505451068225900010";"0"
"505451068174600020";"71"
"300450077664800090";"14"
"300450080523900020";"42"
"505451068873500010";"48"
"300450076740000260";"0"
"300450080674000020";"6"
"300450078920400010";"0"
"300450081041000030";"26"
